meta_prompt,obj1,obj2,obj3,style1,style2,style3,synthetic_prompt
"In one sentence, Describe a colored cloudy morning scene about truck, cell phone and bird.",truck,cell phone,bird,colored,cloudy,morning,"a brightly-colored sunrise casts a hazy glow across the sky, illuminating a truck parked below, a chirping bird perched atop it, and a forgotten cell phone lying in the grass nearby."
"In one sentence, Describe a night animation cloudy scene about boat, orange and laptop.",boat,orange,laptop,night,animation,cloudy,a night animation cloudy scene of a boat sailing across a lake with an orange sunset in the background and a laptop glowing in the foreground.
"In one sentence, Describe a sketch sunny morning scene about scissors, keyboard and train.",scissors,keyboard,train,sketch,sunny,morning,"on a sunny morning, a train chugged past as a pair of scissors glinted in the sun and a keyboard clacked in the background."
"In one sentence, Describe a night black and white rainy scene about baseball bat, sink and skis.",baseball bat,sink,skis,night,black and white,rainy,"a black and white scene of a rainy night reveals a baseball bat, sink, and skis, creating a surreal and mysterious atmosphere."
"In one sentence, Describe a real black and white sunny scene about fire hydrant, teddy bear and airplane.",fire hydrant,teddy bear,airplane,real,black and white,sunny,"a fire hydrant, teddy bear, and airplane are all silhouetted against a bright white sky, with the sun casting its warm light on the scene."
"In one sentence, Describe a colored morning rainy scene about umbrella, baseball bat and truck.",umbrella,baseball bat,truck,colored,morning,rainy,"a bright rainbow of colors is seen in the morning sky as the rain patters against an open umbrella, a baseball bat, and a parked truck."
"In one sentence, Describe a colored sketch rainy scene about broccoli, dog and chair.",broccoli,dog,chair,colored,sketch,rainy,"a sketch of a rainy day showing a dog sitting in a chair, with a broccoli plant in the background."
"In one sentence, Describe a morning animation sunny scene about sandwich, banana and skis.",sandwich,banana,skis,morning,animation,sunny,"a bright and sunny morning scene of a sandwich, banana, and skis being enjoyed in a beautiful mountain setting."
"In one sentence, Describe a morning sunny animation scene about parking meter, wine glass and boat.",parking meter,wine glass,boat,morning,sunny,animation,"a sunny morning animation scene of a parking meter, wine glass, and boat sailing together peacefully across a bright blue sky."
"In one sentence, Describe a sunny morning real scene about bus, skateboard and bench.",bus,skateboard,bench,sunny,morning,real,"on a sunny morning, a bus drives by while a skateboarder cruises past a bench with a few people sitting on it, enjoying the warmth of the sun."
"In one sentence, Describe a morning sketch sunny scene about surfboard, cell phone and airplane.",surfboard,cell phone,airplane,morning,sketch,sunny,"a bright and sunny morning sky is filled with the sound of an airplane, the sight of a surfboard gliding through the waves, and the beep of a cell phone ringing in the distance."
"In one sentence, Describe a real black and white cloudy scene about bench, boat and orange.",bench,boat,orange,real,black and white,cloudy,a black and white cloudy scene of a bench sitting on the shore of a lake with a boat in the distance and an orange in the foreground.
"In one sentence, Describe a colored rainy animation scene about scissors, potted plant and frisbee.",scissors,potted plant,frisbee,colored,rainy,animation,"a vibrant rainbow of colors cascades down from the sky as scissors, a potted plant, and a frisbee are illuminated by the rain."
"In one sentence, Describe a black and white sketch morning scene about cat, couch and fire hydrant.",cat,couch,fire hydrant,black and white,sketch,morning,a black and white sketch of a morning scene depicts a sleepy cat lounging on a couch next to a fire hydrant.
"In one sentence, Describe a black and white cloudy animation scene about wine glass, scissors and vase.",wine glass,scissors,vase,black and white,cloudy,animation,"a black and white animation scene of a wine glass, scissors, and vase all swirling in a cloudy sky."
"In one sentence, Describe a night rainy real scene about baseball glove, cake and truck.",baseball glove,cake,truck,night,rainy,real,"a rainy night scene with a baseball glove, a cake, and a truck parked in the distance is a cozy, peaceful atmosphere."
"In one sentence, Describe a black and white animation morning scene about potted plant, bus and wine glass.",potted plant,bus,wine glass,black and white,animation,morning,"in the black and white morning scene, a potted plant, a bus and a wine glass are all seen in the same frame, creating a unique and whimsical atmosphere."
"In one sentence, Describe a rainy animation black and white scene about train, bottle and giraffe.",train,bottle,giraffe,rainy,animation,black and white,"a black and white animation of a train chugging through a rainy landscape, with a bottle and a giraffe standing by the tracks, is a surreal and dreamlike image."
"In one sentence, Describe a animation rainy black and white scene about motorcycle, refrigerator and airplane.",motorcycle,refrigerator,airplane,animation,rainy,black and white,"a black and white animation scene of a motorcycle, refrigerator, and airplane riding through a rainy day."
"In one sentence, Describe a colored rainy night scene about apple, bicycle and dog.",apple,bicycle,dog,colored,rainy,night,"on a colorful rainy night, a dog is chasing an apple rolling down the street while a bicyclist rides by."
"In one sentence, Describe a colored animation morning scene about bowl, knife and cake.",bowl,knife,cake,colored,animation,morning,"a vibrant morning scene of a colorful bowl filled with freshly-baked cake, accompanied by a sharp knife glinting in the sun, creates a beautiful and inviting atmosphere."
"In one sentence, Describe a cloudy black and white morning scene about traffic light, car and giraffe.",traffic light,car,giraffe,cloudy,black and white,morning,"on a cloudy black and white morning, a giraffe stands at a traffic light as cars pass by."
"In one sentence, Describe a sketch sunny morning scene about bench, bowl and apple.",bench,bowl,apple,sketch,sunny,morning,"on a sunny morning, a wooden bench sits in a park, with a bowl of apples next to it, basking in the sun's warm rays."
"In one sentence, Describe a morning animation sunny scene about cow, wine glass and clock.",cow,wine glass,clock,morning,animation,sunny,"a bright and sunny morning scene featuring a cow grazing in a lush meadow, a wine glass filled with a sparkling golden liquid, and a clock ticking away in the background."
"In one sentence, Describe a night rainy colored scene about backpack, cat and hot dog.",backpack,cat,hot dog,night,rainy,colored,"a dark, rainy night is illuminated by the colorful backpack, playful cat, and steaming hot dog, creating a cozy and inviting atmosphere."
"In one sentence, Describe a animation colored morning scene about giraffe, baseball bat and car.",giraffe,baseball bat,car,animation,colored,morning,a bright and sunny morning with a giraffe playing baseball with a car and a bat in the background.
"In one sentence, Describe a animation colored cloudy scene about bench, vase and oven.",bench,vase,oven,animation,colored,cloudy,"a cloudy sky is the backdrop to a cozy scene of a bench, a vase, and an oven, all brightly colored in a cheerful animation."
"In one sentence, Describe a colored morning cloudy scene about sandwich, cat and toilet.",sandwich,cat,toilet,colored,morning,cloudy,"the morning sky was a clouded grey, and the sandwich, cat, and toilet all seemed to be tinged with a dull, muted hue."
"In one sentence, Describe a sketch cloudy morning scene about teddy bear, potted plant and couch.",teddy bear,potted plant,couch,sketch,cloudy,morning,"on a cloudy morning, a teddy bear sits on a couch next to a potted plant, looking out the window."
