original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
"portrait, headshot, insanely nice professional hair style, dramatic hair color, digital painting, of a old 17th century, old cyborg merchant, amber jewels, baroque, ornate clothing, scifi, realistic, hyperdetailed, chiaroscuro, concept art, art by Franz Hals and Jon Foster and Ayami Kojima and Amano and Karol Bak,",portrait headshot insanely nice professional hair style dramatic hair color digital painting of an old 17th century old cyborg merchant amber jewels baroque ornate clothing scifi realistic hyperdetailed chiaroscuro concept art by franz hals and jon foster and ayami,portrait headshot insanely nice professional hairstyle dramatic hair color digital painting of an old 17th century old cyborg merchant amber jewels baroque ornate clothing scifi realistic hyperdetailed chiaroscuro concept art by franz hals and jon foster and ayami,portrait photo insanely nice professional hairstyle dramatic hair color digital painting of a 17th century old cyborg merchant amber jewels baroque ornate clothing scifi realistic hyperdetailed chiaroscuro concept art by franz hals and jon foster and ayami ko,48,49,55,1,50.6666666666667
portrait of asterix the gaul by albert uderzo ,portrait of asterix gaul by albert uderzo,portrait of asterix gaul by albert uderzo '',albert uderzo's portrait of asterix the gaul,17,18,31,1,22.0
"a cartoon character with a creepy smile on his face, a character portrait by eiichiro oda and kim jung gi, featured on pixiv, rococo, stampede, freakshow, 2 d, creepypasta ",a cartoon character with a creepy smile on his face a character portrait by eiichiro oda and kim jung gi featured on pixiv rococo stampede freakshow 2 d,a cartoon character with a creepy smile on his face a character portrait by eiichiro oda and kim jung gi featured in pixiv rococo stampede freakshow 2 d,a cartoon character with a creepy smile a character portrait by eiichiro oda and kim jung gi featured on pixiv rococo stampede freakshow 2 d,25,26,37,1,29.3333333333333
a desolate future cyberpunk city,a desolate future cyberpunk town,a desolate futuristic cyberpunk city,a desolate futuristic cyberpunk town,16,17,21,1,18.0
"realistic detailed image of a robotic squirrel by Ayami Kojima, Amano, Karol Bak, Greg Hildebrandt, and Mark Brooks, Neo-Gothic, gothic, rich deep colors. Beksinski painting, part by Adrian Ghenie and Gerhard Richter. art by Takato Yamamoto. masterpiece",realistic detailed image of a robotic squirrel by ayami kojima amano karol bak greg hildebrandt and mark brooks neo-gothic gothic rich deep colors beksinski painting part by adrian ghenie and gerhard richter art by taka,realistic detailed image of a robotic squirrel by ayami kojima amano karol bak greg hildebrandt and mark brooks neo-gothic gothic rich deep colors beksinski painting part by adrian ghenie and gerhard richter art by tak,realistic detailed image of a robot squirrel by ayami kojima amano karol bak greg hildebrandt and mark brooks neo-gothic gothic rich deep colors beksinski painting part by adrian ghenie and gerhard richter,38,39,52,1,43.0
"adriana lima in gta v, assassin's creed, artstation, petros afshar ",gta v assassin's creed artstation petros afshar,gta v assassin's creed artstation petros afshar lima,gta v assassins creed artstation petros afshar lima,29,32,33,1,31.3333333333333
"frankenstein monster laughing at the mirror, portrait by normal rockwell and Goya, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by Greg Rutkowski and Alphonse Mucha, artstation, artgem",a frankenstein monster laughing at the mirror portrait by normal rockwell and goya highly detailed digital painting artstation concept art sharp focus illustration art by greg rutkowski and alphonse mucha,a frankenstein monster laughing at the mirror portrait by normal rockwell and goya highly detailed digital painting artstation concept art sharp focus illustration art by greg rutkowski and alphonse much,a frankenstein monster laughing at the mirror portrait by normal rockwell and goya highly detailed digital painting artstation concept art sharp focus illustration art by greg rutkowski and alphons,28,29,35,1,30.6666666666667
"a modern gallery with paintings, by pascal campion, octane render, unreal engine 6, epic game graphics, fantasy, cyberpunk, conceptual art, ray tracing ",modern gallery with paintings by pascal campion octane render unreal engine 6 epic game graphics fantasy cyberpunk conceptual art ray tracing,a modern gallery with paintings by pascal campion octane render unreal engine 6 epic game graphics fantasy cyberpunk conceptual art ray trace,a modern gallery with paintings by pascal campion octane render unreal engine 6 epic game graphics fantasy cyberpunk conceptual art ray,15,16,21,1,17.3333333333333
"woman dancing underwater wearing a long flowing dress made of many translucent layers of magenta and gold lace seaweed, bolts of bright yellow fish, delicate coral sea bottom, swirling silver fish, swirling smoke shapes, unreal engine, caustics lighting from above, cinematic, hyperdetailed ",underwater woman dancing underwater wearing a long flowing dress made of many translucent layers of magenta and gold lace seaweed bolts of bright yellow fish delicate coral sea bottom swirling silver fish swirling smoke shapes unreal engine caustics lighting from above,a woman dancing underwater wearing a long flowing dress made of many translucent layers of magenta and gold lace seaweed bolts of bright yellow fish delicate coral sea bottom swirling silver fish swirling smoke shapes unreal engine caustics lighting from above,a woman dancing underwater in a long flowing dress made of many translucent layers of magenta and gold lace seaweed bolts of bright yellow fish delicate coral sea bottom swirling silver fish swirling smoke shapes unreal engine caustics lighting from above,34,35,40,1,36.3333333333333
the cover art from a very conservative romance novel written by monks ,the cover art of a very conservative romance novel written by monks,cover art from a very conservative romance novel written by monks,a very conservative romantic novel written by monks '',16,17,36,1,23.0
"the gate to the eternal kingdom of brutalism, fantasy, digital art, hd, detailed. ",a gate to the eternal kingdom of brutalism fantasy digital art hd detailed,the gateway to the eternal kingdom of brutalism fantasy digital art hd detailed,a gate to the eternal kingdom of brutalism fantasy digital art hd,16,17,25,1,19.3333333333333
"full body shot : a very beautiful young anime girl sitting with bunny headphones, extremely long wavy long blond hair, sky blue eyes, full round face,, bikini, miniskirt, highly detailed, cinematic wallpaper by stanley artgerm lau ",picture of a very beautiful young anime girl sitting with bunny headphones extremely long wavy long blond hair sky blue eyes full round face bikini miniskirt highly detailed cinematic wallpaper by stanley artgerm,picture of a very beautiful young anime girl sitting with bunny headphones extremely long wavy long blond hair sky blue eyes full round face bikini miniskirt highly detailed cinematic wallpaper by stanley artger,image of a very beautiful young anime girl sitting with bunny headphones extremely long wavy long blond hair sky blue eyes full round face bikini miniskirt highly detailed cinematic wallpaper by stan,28,29,40,1,32.3333333333333
a studio photograph of a RuPaul's Drag Race contestant dressed like Sonic the Hedgehog,a studio photograph of a rupaul's drag race contestant dressed as sonic the hedgehog,a studio photo of a rupaul's drag race contestant dressed like sonic the hedgehog,a studio photo of a contestant of rupaul's drag race dressed as sonic the hedgehog,16,17,43,1,25.3333333333333
a city in'nightmare before christmas'halloween town. ,a city in a nightmare before christmas'halloween city,a city in a nightmare before christmas'halloween,a city in a nightmare before christmas 'halloween,21,22,23,1,22.0
ornate jade sculpture of lebron james ,the jade sculpture of lebron james,ornate jade statue of lebron james,lebron james jade sculpture,17,18,32,1,22.3333333333333
"a hyper - detailed 3 d render of aquatic animals of the cresting waves, surrealism!!!!! surreal concept art, lifelike, photorealistic, digital painting, aesthetic, smooth, sharp focus, artstation hd, by greg rutkowski, bruce pennington, valentina remenar and asher duran, ",in a 3d rendering of aquatic animals of cresting waves surreal concept art lifelike photorealistic digital painting aesthetic smooth sharp focus by greg rutkowski valentina remenar and asher duran ,in a 3d rendering of aquatic animals of cresting waves surreal concept art lifelike photorealistic digital painting aesthetic smooth sharp focus by greg rutkowski valentina remenar and asher duran -,in a 3d rendering of aquatic animals of cresting waves surreal concept art lifelike photorealistic digital painting aesthetic smooth sharp focus by greg rutkowski valentina remenar and asher,78,79,85,1,80.6666666666667
