meta_prompt,n1,obj1,obj2,chatgpt_out,synthetic_prompt
"one sentence of 5 words about cow and horse, the 5 words should be between double quotes.",5,,,"""cows and horses are ""friends"".","a sign written on it ""cows and horses are ""friends""."
"one sentence of 5 words about suitcase and sheep, the 5 words should be between double quotes.",5,,,"""sheep in a suitcase, why?""","a sign written on it ""sheep in a suitcase, why?"""
"one sentence of 4 words about snowboard and skis, the 4 words should be between double quotes.",4,,,"""skiing and snowboarding fun!""","a sign written on it ""skiing and snowboarding fun!"""
"one sentence of 4 words about broccoli and cat, the 4 words should be between double quotes.",4,,,"""cats don't like broccoli.""","a sign written on it ""cats don't like broccoli."""
"one sentence of 5 words about book and cup, the 5 words should be between double quotes.",5,,,"""book and cup share companionship.""","a sign written on it ""book and cup share companionship."""
"one sentence of 4 words about wine glass and potted plant, the 4 words should be between double quotes.",4,,,"""wine glass and potted plant.""","a sign written on it ""wine glass and potted plant."""
"one sentence of 6 words about book and backpack, the 6 words should be between double quotes.",6,,,"""books and backpacks go hand-in-hand.""","a sign written on it ""books and backpacks go hand-in-hand."""
"one sentence of 5 words about bird and tv, the 5 words should be between double quotes.",5,,,"""birds fly; tvs don't.""","a sign written on it ""birds fly; tvs don't."""
"one sentence of 4 words about snowboard and train, the 4 words should be between double quotes.",4,,,"""snowboard and train together.""","a sign written on it ""snowboard and train together."""
"one sentence of 6 words about wine glass and cow, the 6 words should be between double quotes.",6,,,"""a cow and a wine glass?""","a sign written on it ""a cow and a wine glass?"""
"one sentence of 4 words about teddy bear and backpack, the 4 words should be between double quotes.",4,,,"""cute, cuddly, backpacks.""","a sign written on it ""cute, cuddly, backpacks."""
"one sentence of 4 words about kite and sink, the 4 words should be between double quotes.",4,,,"""kite flies, sink sinks.""","a sign written on it ""kite flies, sink sinks."""
"one sentence of 5 words about spoon and suitcase, the 5 words should be between double quotes.",5,,,"""spoon and suitcase: convenience!""","a sign written on it ""spoon and suitcase: convenience!"""
"one sentence of 6 words about stop sign and cake, the 6 words should be between double quotes.",6,,,"""stop sign, cake: opposites attract.""","a sign written on it ""stop sign, cake: opposites attract."""
"one sentence of 4 words about broccoli and frisbee, the 4 words should be between double quotes.",4,,,"""frisbee with broccoli dip""","a sign written on it ""frisbee with broccoli dip"""
"one sentence of 5 words about fork and clock, the 5 words should be between double quotes.",5,,,"""fork and clock: a timeless pair.""","a sign written on it ""fork and clock: a timeless pair."""
"one sentence of 6 words about horse and frisbee, the 6 words should be between double quotes.",6,,,"""horse loves frisbee too!""","a sign written on it ""horse loves frisbee too!"""
"one sentence of 4 words about snowboard and baseball bat, the 4 words should be between double quotes.",4,,,"""snowboard and baseball bat.""","a sign written on it ""snowboard and baseball bat."""
"one sentence of 5 words about airplane and hair drier, the 5 words should be between double quotes.",5,,,"""airplane flies, hair drier blows.""","a sign written on it ""airplane flies, hair drier blows."""
"one sentence of 5 words about person and frisbee, the 5 words should be between double quotes.",5,,,"""person loves playing frisbee!""","a sign written on it ""person loves playing frisbee!"""
"one sentence of 4 words about orange and suitcase, the 4 words should be between double quotes.",4,,,"""orange suitcase stands out.""","a sign written on it ""orange suitcase stands out."""
"one sentence of 5 words about banana and person, the 5 words should be between double quotes.",5,,,"""a person loves ""banana"" flavor.""","a sign written on it ""a person loves ""banana"" flavor."""
"one sentence of 5 words about wine glass and couch, the 5 words should be between double quotes.",5,,,"""wine and couches, a perfect pair.""","a sign written on it ""wine and couches, a perfect pair."""
"one sentence of 6 words about couch and sheep, the 6 words should be between double quotes.",6,,,"""couch and sheep don't mix.""","a sign written on it ""couch and sheep don't mix."""
"one sentence of 6 words about bench and bear, the 6 words should be between double quotes.",6,,,"""bench and bear share a hug.""","a sign written on it ""bench and bear share a hug."""
"one sentence of 6 words about microwave and cell phone, the 6 words should be between double quotes.",6,,,"""microwaves interfere with cell phones.""","a sign written on it ""microwaves interfere with cell phones."""
"one sentence of 6 words about sheep and bowl, the 6 words should be between double quotes.",6,,,"""sheep eat from a ""bowl"" of hay.""","a sign written on it ""sheep eat from a ""bowl"" of hay."""
"one sentence of 6 words about laptop and suitcase, the 6 words should be between double quotes.",6,,,"""laptop in suitcase, ready to go!""","a sign written on it ""laptop in suitcase, ready to go!"""
"one sentence of 4 words about fork and spoon, the 4 words should be between double quotes.",4,,,"""fork and spoon unite.""","a sign written on it ""fork and spoon unite."""
"one sentence of 6 words about toothbrush and keyboard, the 6 words should be between double quotes.",6,,,"""brushing teeth with a keyboard?""","a sign written on it ""brushing teeth with a keyboard?"""
"one sentence of 5 words about hair drier and sink, the 5 words should be between double quotes.",5,,,"""hair drier and sink coexist.""","a sign written on it ""hair drier and sink coexist."""
"one sentence of 6 words about cell phone and baseball bat, the 6 words should be between double quotes.",6,,,"""cell phone: not a baseball bat.""","a sign written on it ""cell phone: not a baseball bat."""
"one sentence of 6 words about carrot and tennis racket, the 6 words should be between double quotes.",6,,,"""carrot and tennis racket, odd combo!""","a sign written on it ""carrot and tennis racket, odd combo!"""
"one sentence of 4 words about refrigerator and zebra, the 4 words should be between double quotes.",4,,,"""refrigerator and zebra mix.""","a sign written on it ""refrigerator and zebra mix."""
"one sentence of 4 words about cat and bottle, the 4 words should be between double quotes.",4,,,"""cats love water bottles!""","a sign written on it ""cats love water bottles!"""
"one sentence of 5 words about chair and skateboard, the 5 words should be between double quotes.",5,,,"""chair and skateboard don't mix.""","a sign written on it ""chair and skateboard don't mix."""
"one sentence of 6 words about oven and sports ball, the 6 words should be between double quotes.",6,,,"""bake and kick a ball.""","a sign written on it ""bake and kick a ball."""
"one sentence of 5 words about toothbrush and pizza, the 5 words should be between double quotes.",5,,,"""pizza beats toothbrush any day!""","a sign written on it ""pizza beats toothbrush any day!"""
"one sentence of 6 words about dining table and stop sign, the 6 words should be between double quotes.",6,,,"""dining table and stop sign.""","a sign written on it ""dining table and stop sign."""
"one sentence of 4 words about scissors and baseball glove, the 4 words should be between double quotes.",4,,,"""scissors and baseball glove.""","a sign written on it ""scissors and baseball glove."""
"one sentence of 5 words about toilet and apple, the 5 words should be between double quotes.",5,,,"""toilet and apple don't mix.""","a sign written on it ""toilet and apple don't mix."""
"one sentence of 5 words about tie and spoon, the 5 words should be between double quotes.",5,,,"""tie and spoon are unrelated.""","a sign written on it ""tie and spoon are unrelated."""
