,original_prompt,e1,e2,e3
1295,"farmer kneeling down putting a seed in the soil, limited neutral palette, by petros afshar, anton fadeev, dean ellis, randolph stanley hewton, beautiful graphic full body portrait, propaganda poster art 1 9 5 0 s illustrated advertising art, painterly character design ","farmer kneeling down putting a seed in the soil, l&mited neutral palette, by petros afshar, anton fadeev, dean ellis, randolph stanley hewton, beautiful graphic full body portrait, p#opaganda poster art 1 9 5 0 s illustrated advertising art, painterly character design","farJWr kneeling down putting a seed in the soil, limited neutral palette, by petros afshar, anton fadeev, dean ellis, randolph stanley hewton, beautiful graphic f T>l body portrait, propaganda poster art 1 9 5 0 s illustrated advertising art, painterly character design","farm@r ,neeling down putting a seed in the soil, limited neutral palette, by petroQ afshar, anton fadeev, dean ellis, randolph stanley hewton, beauRiful graphic full body portrait, propaganda poster art 1 9 5 0 s illustrated advertising art, paijterly character design"
1296,"pixel art of the latest blond male beefcake by Sakimichan, porcelain white skin, gilded baroque obsidian cyberpunk bodysuit, voluptuous male, long curly light blond hair, long fluffy blond curly hair, wreathed in scintillating radiance flames of war, detailed pixel art","pixel art of the latest blond male beefcake by Sakimichan, porcelain white skij, gilded baroque obsidian cyberpunm bodysuit, voluptuous male, long curly light blond hair, long fluffy blond curly hair, wreathed in scintillating radiance flames of war, detailed pixel art","pixel art of the latest HlLnd male beefcake by Sakimichan, p(rcelaim white skin, gilded baroque obsidian cyberpunk bodysuit, voluptuous male, long curly light blond hair, long fluffy blond curly hair, wreathed in scintillating radiance flames of war, detailed pixel art","pixel art of the la5est blond ,ale beefcake by Sakimichan, porcelain white skin, gilded baroque obsidian cyberpunk bodysuit, voluptuous male, long curly light bl(nd hair, long fluffy blpnd curl6 hair, wreathed in scintillating radiance flames of war, detailed pixel art"
1297,"highly detailed portrait of a young cyberpunk emilia clarke with a wavy vibrant red hair, blue eyes, by Dustin Nguyen, Akihiko Yoshida, Greg Tocchini, Greg Rutkowski, Cliff Chiang, 4k resolution, nier:automata inspired, bravely default inspired, space nebula background","highly detailed portrait of a young cyberpunk emilia clarke with a wavy vibrant red hair, blue eyes, by Dustin Nguyen, Akihiko Yoshida, Nreg Tocchini, Greg Rutkowski, Cliff Chiang, 4k rSsolution, nier: automata inspired, bravely default inspired, space nebula background","highly detailed portrait of a young cyberpunk emilia clarke with a wavy vibraHt red hair, blue eyes, by Dustin Nguyen, Akihiko Yoshida, Greg Tocchini, Greg Rutkowski, xliff Chiang, 4k resolution, nier: automata inspired, bravely default Knspired, space nebula background","highly detailed portrait of a young cyberpunk emilia clarke with a wavy vibrant red hair, blue eyes, by Dustin NTuhen, Akihiko Yoshida, Greg Tocchini, Gter Rutkowski, Cliff Chiang, 4k resolution, nier: automata inspired, bravely Cefajlt inspired, space nebula background"
1298,"polished vulpes vulpes fulva wearing suit : : furaffinity weta disney pixar movie still photo : : hi - fructose, sci fi, fantasy, decadent highly - detailed digital painting, golden ratio, octane render, artstation, smooth, sharp focus, artgerm, mucha, loish, wlop : : ","polished vulpes vulpes fulva wearing suit: : furaffinity weta disney pixar movie still photo: : hi - fructose, sci fi, faGtasy, decadent highly - detailed digital painting, golden ratio, octane render, artstation, sNooth, sharp focus, artgerm, mucha, loish, wlop::","polished vulpes vulpes Dulca wearing suit: : furaffinity weta disney pixar movie still photo: : hi - fructose, sci fi, fantasy, decadent highly - detailed digital painting, golden ratio, octane render, artstation, smo9rh, sharp focus, artgerm, mucha, loish, wlop::","polished vulpes vulpes fulva wearing sJit: : furaffinity 1eta disney pixar movie still photo: : hi - fructose, sci fi, fantasy, decadent highly - detailed Rigital painting, golden ratio, octane render, artstation, smooth, sharp fodus, aetgerm, mucha, loish, wlop::"
1299,"The shadow of the dome of pleasure Floated midway on the waves; Where was heard the mingled measure From the fountain and the caves. It was a miracle of rare device, A sunny pleasure-dome with caves of ice!, cinematic lighting, detailed oil painting, hyperrealistic, 8k","The shadow of the dome of pleasure Floated midway on the waves; Where was heard the mingled measure From the fountain and the caves. It was a miracle of rwre device, A sunny pleasure - dome with caves of ice! , cinematic lighting, detziled oil painting, hyperrealistic, 8k","The shadow of the dome of pleasure Floated midway on the waves; Where was heard the mingled mWasuEe From the fountain and the cavFz. It was a miracle of rare device, A sunny pleasure - dome with caves of ice! , cinematic lighting, detailed oil painting, hyperrealistic, 8k","The shadow of the dome of pleasure Floated midway on the waveq; Where was heard the mingled measure From the fountaln and the caves. It was a ,iracle of rars device, A sInny pleasure - dome with caves of ice! , cinematic lighting, detailed oil painting, hyperrealistic, 8k"
1300,"dorothy in a pale checkered blue dress in ruby red shoes, horror, highly detailed, character portrait, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerm and greg rutkowski and michael whelan and gustave dore and alphonse mucha ","dorothy in a pals checkered blue dress in ruby red shoes, horror, highly detailed, character portrait, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerh and greg rutkowski and michael whelan and gustave dore and alphonse mucha","dorothy in a OaKe checkered blue xrese in ruby red shoes, horror, highly detailed, character portrait, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerm and greg rutkowski and michael whelan and gustave dore and alphonse mucha","voTothy in a pale checkered blue dress in ruby red shoes, horror, highly detailed, cyaract@r portrait, digital painting, artstation, concept art, matte, sharp focus, illustration, art by artgerm and greg rutkowski and michael whelan and vuWtave dore and alphonse mucha"
1301,"the extremely beautiful old photo of the endless corridor in the school is empty, dreamcore, old times, old film style, cinematic lights, vivid lighting, in the dream, realism, rendered on unreal engine 5, soft light, by tuomas korpi and greg rutkowski and jonas de ro ","the extremely beautiful old photo of the endless corriSor in the school is empty, dreamcore, old times, old film style, cinematic lights, vKvid lighting, in the dream, realism, rendered on unreal engine 5, soft light, by tuomas korpi and greg rutkowski and jonas de ro","the extremely beautiful old photo of the endless corridor in the school is empty, dreamcore, old t7meQ, old film style, cinematic lights, vivid lighting, in the dream, realism, rendered on unr$a> engine 5, soft light, by tuomas korpi and greg rutkowski and jonas de ro","the extremely beaHtiful old photo of the endless corridor in the scuool is empty, dreamcore, old times, old film style, cinematic lights, vivid lighting, in the dream, realism, rendered on unreal eHgine 5, soft lJght, by tuojas korpi and greg rutkowski and jonas de ro"
1302,"the gates of heaven, beautiful delicacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautiful lighting, hyper detailed, 8 k, oil on canvas ","the gates of heaven, beaut(fup delicacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautiful lighting, hyper detailed, 8 k, oil on canvas","the gates of heaven, beautiful dekidacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato giancola, trending on artstation, cinematic composition, beautufjl lighting, hyper detailed, 8 k, oil on canvas","the gates of heaven, bea6tifKl delicacy, flowing arab art nouveau architecture, repeating patterns, tim hildebrandt, wayne barlowe, bruce pennington, donato gianXoka, trending on artstation, cinematic composition, beautiful lighting, hyp$$ detailed, 8 k, oil on canvas"
1303,"a one character girl in a white t - shirt and denim shorts, blond hair, intricate, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digital chibi art, atmospheric lighting, detailed face, inspired gacha club game ","a one character girl in a white t - shirt and eenim shorts, blond hair, intricate, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digital chibi art, atmospheric lighting, detaiked face, inspired gacha club game","a one character girl in a white t - shirt and denim shorts, blond hair, intricate, highly detailed, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digutaK Dhihi art, atmospheric lighting, detailed face, inspired gacha club game","a one character girl in a white t - shirt and Xenin shorfa, blond hair, intricate, highly dstaiked, digital painting, art station, concept art, smooth, sharp focus, illustration, advanced digital chibi art, atmospheric lighting, detailed face, inspired gacha club game"
1304,"girl from fight club, digital collage, assemblage, photomontage, minimalist, contemporary art, punk art, photorealistic, portrait, expressionism, masterpiece, dynamic composition, spectacular quality, intricate oil details, shattered glass texture, neon, chains, smoke ","girl from fight club, digital collage, assemblage, photomontage, minimalist, contemporary art, punk art, photorealistic, portrait, expressionism, masterpiece, dynamic comoositiln, spectacular quality, intricate oil details, shattered glass texture, neon, chains, smoke","girl from Tight club, digital collage, assemblage, photomontxge, minimalist, contemporary art, punk art, photorealistic, portrait, expressionism, masterpiece, dynamic composition, spectacular quality, intricate oil drtails, shattered glass texture, neon, chains, smoke","girl from Coght club, digital c8lKage, assemblage, photomontage, minimalist, contemporary art, punk art, photorealistic, portrait, expressionism, masterpiece, dynamic composition, spectacular quality, intricate oil details, shattered glass texture, neiH, chains, smoke"
