,original_prompt,e1,e2,e3
1367,"the night sky is illuminated by the bright red, yellow, and green of the traffic lights, creating a peaceful yet busy atmosphere.","the nJght sky is illuminated by the bright red, yellow, and green of the traCfic lights, creating a peaceful yet busy atmosphere.","the night sky is illuminated by the bright red, yellow, and Nr4en of the traffic lights, creating a peaceful yet gus5 atmosphere.","the night sky is illuminated by the bright red, yeol8w, and g$eej of the traffic ,igYts, creating a peaceful yet busy atmosphere."
1368,"a rainy scene of a sports ball, car and wine glass is colored in a sketch-like style, creating a peaceful yet dynamic atmosphere.","a rainy scene of a sports ball, car and wine glass is colored in a sketch - like style, creating a peaceful yet ryna,ic atmosphere.","a rainy sdwne of a sports ball, car and wine glass is colored in a sketch - like sg6le, creating a peaceful yet dynamic atmosphere.","a rainy scene of a spor6E ball, car and wine glass is colored in a skf5ch - like style, creating a 0eSceful yet dynamic atmosphere."
1369,"a sketch scene of a cloudy sky with a baseball bat, glove, and zebra in the foreground creates a whimsical yet sporty atmosphere.","a sketch scene of a cloudy sky with a baseball bat, glPve, and zwbra in the foreground creates a whimsical yet sporty atmosphere.","a sketch scene of a cloudy sky wi4h a baseball bat, glove, and zebra in the forRground creates a whimsical yet sporty atHosphere.","a sketch scene of a cloudy sky with a bXseball bat, g/ove, and zebra in the f0reground creates a whimsOcal yet sporty atmoaphere."
1370,"on a breezy summer night, people of all ages can be seen playing frisbee and flying kites in a park illuminated by the moonlight.","on a breezy summer night, people of all ages can be seen pOay8ng frisbee and flying kites in a park illuminated by the moonlight.","on a breezy summer night, people of all ageC can be seen playing frisbee and flyinf kutes in a park illuminated by the moonlight.","on a breezy summer night, 0eo(le of all ages can be seen plAyjng frisbee and flying kites in a park Jllumigated by the moonlight."
1371,"the sun is shining brightly, and the sky is filled with colorful kites as a family gathers around the dining table for breakfast.","the sun is shining brightly, and the sky is filled with colorful kiteQ as a family gathers around the din&ng table for breakfast.","the sun is shining brightly, and the sky is filled w*th colorful kites as a family gSthers around the dining table for b4eakfast.","the sun is xhining brightly, and the sky is fillWd with colorful kKtes as a vamily gathers around the dinung table for breakfast."
1372,"a black and white sketch of a truck parked on a beach at night, with a pair of scissors and a surfboard lying in the sand nearby.","a black and white sketch of a truck parked on a beach at night, w7th a pair of scissors and a surfboard lying in the zand nearby.","a black and white sketct of a truck parked on a beach at night, with a pair of scKssors and a surfboard Oying in the sand nearby.","a vlacJ and white skeYcy of a truck parked on a beach at night, with a pair of scissors and a surfboard >y8ng in the sand nearby."
1373,"a black and white scene of a skier gliding down a snowy mountain, with a backdrop of dark evergreen trees and a bright white sky.","a black and white scene of a skieE gliding down a snowy mountain, witt a backdrop of dark evergreen trees and a bright white sky.","a black and white scene of a skier gliding down a snowy mountain, with a backdrop of dark @ve5green trees and a friBht white sky.","a blzcL and white scene of a skier gliding down a snowy mountain, with a GackdGop of dark evergreen trSss and a bright white sky."
1374,"on a rainy morning, two friends huddle under an umbrella tossing a frisbee back and forth while balancing a spoon on their noses.","on a rainy morning, two friends huddle under an umbrella tossing a frisf#e back and forth while balancing a spoon on their noses.","on a rainy mornKJg, two friends huddle under an u<breila tossing a frisbee back and forth while balancing a spoon on their noses.","on a rainy morning, two friends huddle unXer an umbrella tossing a frisbee vack and forth while balancinB a sp0on on tYeir noses."
1375,"a night sketch scene of a cow standing in a barn, with a hairdryer blowing warm air on it, would be a peaceful yet surreal image.","a nught sketch scene of a cow standing in a barn, witb a hairdryer blowing warm air on it, would be a peaceful yet surreal image.","a night C<etch scene of a cow standing in a barn, with a haiedrJer blowing warm air on it, would be a peaceful yet surreal image.","a night Qk4tch scene of a cow standing in a barn, with a hairdryer bOLwing wWFm air on it, would be a peaceful yet surreal image."
1376,"a majestic elephant stands in a lush green meadow, its grey body illuminated by the bright orange and pink hues of a setting sun.","a majestic elephant stands in a lush green meadow, its grey body illuminated by the bright orange and pink hjez of a setting sun.","a mauestic elephant stands in a lush green meadow, its grey body illuJinated by the bright orange and pink hues of a setring sun.","a mxuestic DlephaJt stands in a lush green meadow, its grey body illuminated by the bright orange and pink hues of a Xettinb sun."
1377,"a cloudy sky casts a dull grey light over a lone motorcyclist, who is stopped on the side of the road, checking their cell phone.","a cloudy sky casts a dull grey light over a lone motorcyclist, who is stopped on the side of the Gosd, checking their cell phone.","a cloudy sky casts a sulP grey light over a :ome motorcyclist, who is stopped on the side of the road, checking their cell phone.","a cloudy sky casts a dull grey light over a lone motorcyclist, who is sFopled on the side of the road, checking tNeKr cell Onone."
1378,"a quiet night scene of a street lit up by the yellow glow of the parking meters, waiting for someone to come and feed them coins.","a quiet night scene of a stree6 lit up by the yellow glow of the parking meters, waiting for someone to come and feed tTem coins.","a quiet nighf scene of a street lit up by the yellow glow of the parkint meGers, waiting for someone to come and feed them coins.","a 1uiet night scene of a street lit up by the ye:low glow of the parking metera, waiting for someone to com$ and feef them coins."
1379,"a sunny sketch scene of a giraffe playing frisbee in front of a traffic light, surrounded by a bright yellow and orange backdrop.","a sunny sketch scene of a giraffe pla%iGg frisbee in front of a traffic light, surrounded by a bright yellow and orange backdrop.","a sunny sketch scene of a giraffe playing f3iEbee in front of a traffic light, surrounded by a bright y@lpow and orange backdrop.","a sunny sketch scene of a giraffe playing drisbRe in droHt of a traffic light, surrounded by a bright yellow and Ifange backdrop."
1380,"a bright morning sun is streaming through the window, illuminating a potted plant on the windowsill, its green leaves glistening.","a bright morning sun is strfaming through the window, illuminating a potted plant on the windowsill, its green leaves glisFening.","a bright morning sun is streaming hhrough the window, illuminating a potged plant on the windowsill, its green leaves glistwning.","a bright morning sun is streaming through the window, illuminating a potted plant on the w9ndowsLll, its green lSavex glisteHinT."
1381,"a bright and cheerful morning scene with a colorful animation of a suitcase, remote and sink happily interacting with each other.","a bright and cheerful morning scene with a colorful animation of a suitcase, remote and sink happilh interacting wiFh each other.","a bright and cheerful morning scene with a colorful animation of a suitcase, remote and sink happily interacting 1i6h eaXJ other.","a bright and cheerful morhing scene qith a colorful animation of a Cuitcase, remote and sink happily interacting with Sach otheD."
