meta_prompt,synthetic_prompt
"In one sentence, Describe a sunny black and white sunny scene about facial mask, chopsticks and cheetah.","a cheetah lounging in the sun wearing a black and white facial mask, holding a pair of chopsticks in its paws."
"In one sentence, Describe a sketch morning cloudy scene about radio, mango and paddle.","a cloudy morning scene is depicted with a radio playing softly, a ripe mango resting on a paddle, and a gentle breeze blowing through the air"
"In one sentence, Describe a animation night animation scene about mouse2, cake stand and notepaper.","a mouse2 scurries around a cake stand with notepaper in its mouth, creating an animated night scene."
"In one sentence, Describe a morning night colored scene about sports uniform, human eye and cd.","a morning scene of brightly-colored sports uniforms, human eyes sparkling with excitement, and a cd spinning in the background."
"In one sentence, Describe a sketch black and white sunny scene about boat, ladder and organ.","a black and white sketch of a sunny scene featuring a boat, ladder and organ in the foreground."
"In one sentence, Describe a morning sketch sketch scene about wine, golf cart and crown.","a peaceful morning sunrise with a glass of wine in hand, riding in a golf cart adorned with a crown, surrounded by lush green hills."
"In one sentence, Describe a rainy sunny cloudy scene about swimwear, window and electronic stove and gas stove.","on a rainy, sunny, cloudy day, people in swimwear can be seen looking out the window at the electronic and gas stoves in"
"In one sentence, Describe a rainy night night scene about human eye, handbag and snake.","on a rainy night, a human eye peers out from a handbag as a snake slithers nearby."
"In one sentence, Describe a rainy night sketch scene about sparrow, cat and sock.","on a rainy night, a sparrow huddles under a bush, a cat naps nearby, and a sock hangs from a nearby"
"In one sentence, Describe a night sketch colored scene about tv, organ and organ.","a night scene of a living room with a television playing, an organ playing classical music, and colorful lights from the organ illuminating the room."
"In one sentence, Describe a night rainy night scene about bird, horn and mushroom.","on a rainy night, the sound of birds chirping, horns honking, and mushrooms popping up from the damp ground creates a peaceful"
"In one sentence, Describe a morning morning real scene about lavender, torch and hotair balloon.","a picturesque morning scene of a hot air balloon floating in the sky, illuminated by the rising sun and surrounded by a field of lavender"
"In one sentence, Describe a colored real animation scene about swim cap, train and porch.",a vibrant animation scene of a swimmer wearing a colorful swim cap training in a pool on a sunny porch.
"In one sentence, Describe a black and white rainy animation scene about bucket, mouse1 and envelope.",a black and white animation scene of a mouse carrying an envelope in a bucket while rain falls down around them.
"In one sentence, Describe a morning cloudy sketch scene about whale, rhinoceros and folder.","a cloudy morning sky provides the backdrop for a sketch of a majestic whale, a powerful rhinoceros, and a curious folder, all"
"In one sentence, Describe a black and white night animation scene about wheel, organ and land vehicle.","a black and white night animation scene depicting a wheel, an organ, and a land vehicle in motion against a starry sky."
"In one sentence, Describe a sunny black and white cloudy scene about radish, organ and coin.","a sunny black and white cloudy scene of radishes, organs, and coins creates a vivid and unique image."
"In one sentence, Describe a black and white night real scene about egg, slide and coin.",a black and white night scene of an egg sliding down a slide and landing on a coin.
"In one sentence, Describe a night night colored scene about wine glass, target and television.","a deep blue night sky is illuminated by a wine glass, target and television, creating a unique and captivating scene."
"In one sentence, Describe a animation animation black and white scene about guitar, spider and sofa bed.",a black and white animation scene of a guitar being strummed by a spider perched on a sofa bed.
"In one sentence, Describe a morning sketch colored scene about paddle, mop and grapefruit.","a sun-drenched morning scene of a paddle, mop, and grapefruit lying in a vibrant rainbow of colors on the shore of"
"In one sentence, Describe a animation sunny morning scene about cabinetry, dice and shrimp.","a sunny morning scene of a cabinetry workshop filled with dice and shrimp rolling around, creating a cheerful and animated atmosphere."
"In one sentence, Describe a cloudy night sunny scene about waste container, plum and salt and pepper shakers.","on a cloudy night, a waste container, a plum, and a pair of salt and pepper shakers sit in a sunny scene, providing"
"In one sentence, Describe a animation night rainy scene about fishing rod, skull and toilet.","a dark and gloomy night, with a fishing rod, skull and toilet illuminated by a flash of lightning, creating a surreal and eerie atmosphere."
"In one sentence, Describe a cloudy rainy rainy scene about teapot, violin and horn.","the teapot steamed, the violin hummed, and the horn bellowed, as the cloudy rainy sky wept."
